org,repo,activity,comments,prs,commits,issues,authors,project,url
opentracing,opentracing-objc+contrib+opentracing-lua+opentracing-java-v030+basictracer-csharp+basictracer-javascript+documentation+opentracing-c+opentracing-rust+basictracer-go+basictracer-python+opentracing-php+opentracing-python+opentracing-ruby+specification+opentracing-javascript+opentracing-csharp+opentracing-cpp+opentracing-go+opentracing-java+opentracing.io,4363,2646,771,565,381,117,OpenTracing,opentracing.io
rook,rook+artwork+coreos-kubernetes+rook.github.io+operator-kit+ceph,5780,3018,1102,614,1046,91,Rook,rook.io
coredns,distributed+grpc+forward+new.coredns.io+perf-tests+presentations+unbound+blog.coredns.io+ci+kubernetai+fallback+example+deployment+coredns.io+coredns,8956,4295,1827,1858,976,91,CoreDNS,coredns.io
youtube+vitessio,vitess+contrib+messages+vitess-operator+vitess,5091,2375,1573,710,433,86,Vitess,vitess.io
linkerd,k8s-community-cluster+tacho+namerctl+linkerd-inject+linkerd-viz+linkerd-zipkin+linkerd-tcp+linkerd-examples+linkerd,5052,2147,887,1380,638,83,Linkerd,linkerd.io
containernetworking,cni+plugins,1481,865,336,129,151,48,CNI,github.com/containernetworking
rkt,rkt-builder+stage1-xen+rkt,1463,844,281,128,210,47,rkt,github.com/rkt/rkt
openeventing+cloudevents,spec+spec+artwork+cloudevents-web+cloudevents.github.io,1533,1012,268,113,140,43,CloudEvents,cloudevents.io
open-policy-agent,kube-mgmt+opa-istio-plugin+opa-docker-authz+library+client-python+contrib+opa,1790,385,697,419,289,39,OPA,openpolicyagent.org
spiffe,java-spiffe+etcd-datastore+aws-role-attestor+community+clabot+svid-test+spire-k8s+plugin-template+svid+spire-test+c-spiffe+kerberos-attestor+spiffe-helper+aws-iid-attestor+spiffe.github.io+aws-resolver+sidecar+ghostunnel+go-spiffe+spiffe-nginx+spiffe-example+spiffe,692,131,259,219,83,33,Spiffe,spiffe.io
spiffe,spire,865,187,326,148,204,29,Spire,spiffe.io
docker+theupdateframework,notary+notary,931,521,195,81,134,29,Notary,github.com/theupdateframework/notary
theupdateframework,artwork+taps+specification+theupdateframework.github.io+tuf,1545,473,553,377,142,28,TUF,github.com/theupdateframework.com
datawire+telepresenceio,telepresence+ci-experiment+telepresence,2368,787,383,757,441,24,Telepresence,telepresence.io
