org,repo,activity,comments,prs,commits,issues,authors,pushes,project,url
hyperledger+hyperledger-labs,besu+fabric-token-sdk+iroha+splice+fabric-smart-client+fabric+cacti+identus-cloud-agent+aries-cloudagent-python+firefly+zeto+besu-docs+identus-edge-agent-sdk-ts+aries-acapy-plugins+fabric-samples+identus-docs+fablo+fabric-private-chaincode+besu-native+fabric-builder-k8s+aries-vcx+aifaq+governance+identus+splice-wallet-kernel+fabric-gateway+identus-edge-agent-sdk-kmp+fabric-chaincode-go+firefly-common+caliper+fabric-operations-console+yui-relayer+firefly-cli+fabric-docs-i18n+web3j+firefly-evmconnect+identus-mediator+governance+identus-apollo+anoncreds-v2-rs+yui-ibc-solidity+identus-edge-agent-sdk-swift+iroha-java+private-data-objects+aries-agent-test-harness+cello+SmartBFT+iroha-2-docs+firefly-cardano+besu-verkle-trie+aries-askar+pdo-contracts+aries-endorser-service+fabric-protos+indy-plenum+fabric-chaincode-java+aries-acapy-controllers+iroha-javascript+indy-node+learning-tokens+fabric-contract-api-go+bevel+fabric-ca+firefly-transaction-manager+indy-node-container+fabric-admin-sdk+fabric-chaincode-node+indy-test-automation+fabric-operator+cc-tools-demo+indy-besu+anoncreds-rs+indy-vdr+fabric-sdk-py+bdls+go-perun+bevel-operator-fabric+fabric-ansible-collection+aries-akrida+aries-acapy-tools+solang+firefly-sandbox+anoncreds-wrapper-javascript+did-webs-resolver+solang-playground+anoncreds-methods-registry+iroha-python+web3j-cli+firefly-perf-cli+web3j-openapi+fabric-sdk-go+caliper-benchmarks+fabric-lib-go+aries-mediator-service+microfab+web3j-gradle-plugin+cc-tools+aries-staticagent-python+firefly-dataexchange-https+jsonld-vc-bbs-go+identus-keycloak-plugins+anoncreds-spec,52919,27105,10197,17254,3933,537,11684,Hyperledger,hyperledger.org
cilium,cilium+tetragon+proxy+cilium-cli+ebpf+little-vm-helper-images+design-cfps+community+pwru+cilium.io+certgen+hubble+statedb+scaffolding+release+little-vm-helper+hive+image-tools+fake+charts+hubble-ui+scale-tests-action+linters+json-mock+ci-kernels+workerpool+alpine-curl+dev-summits+team-manager+stream+.github+github-actions+docsearch-scraper-webhook+starwars-docker+test-connection-disruption+qemu+echoserver-udp+chaos-testing-examples+coverbee+hubble-export-stdout+cilium-l4lb-test+networkpolicy+endpointslice-controller+mock-hubble+star-wars-demo,88750,56008,13140,32325,2985,494,16617,Cilium,cilium.io
cloudfoundry,app-autoscaler-release+korifi+cloud_controller_ng+cli+uaa+community+cf-acceptance-tests+bosh-linux-stemcell-builder+cf-deployment+multiapps-controller+capi-release+csb-brokerpak-aws+bosh+bosh-deployment+uaa-release+terraform-provider-cloudfoundry+diego-release+routing-release+credhub+cloud-service-broker+haproxy-boshrelease+gorouter+loggregator-agent-release+silk-release+pxc-release+otel-collector-release+bosh-utils+multiapps+bosh-cli+bosh-openstack-cpi-release+python-buildpack+php-buildpack+bosh-azure-cpi-release+capi-ci+cf-java-client+bosh-bootloader+bosh-agent+go-log-cache+garden-runc-release+cf-deployment-concourse-tasks+cnbapplifecycle+dotnet-core-buildpack+log-cache-release+log-cache-cli+bpm-release+ruby-buildpack+nodejs-buildpack+blackbox+app-autoscaler-cli-plugin+go-buildpack+cflinuxfs4+notifications-release+cf-smoke-tests+bosh-google-cpi-release+winc-release+multiapps-cli-plugin+bosh-docker-cpi-release+go-cfclient+bosh-dns-release+cf-relint-ci-semver+cli-plugin-repo+bosh-vsphere-cpi-release+docs-cf-admin+disaster-recovery-acceptance-tests+docs-cloudfoundry-concepts+system-metrics-release+routing-api+prometheus-boshrelease+stembuild+r-buildpack+stack-auditor+docs-buildpacks+nginx-buildpack+hwc-buildpack+staticfile-buildpack+java-buildpack+route-registrar+bosh-package-ruby-release+socks5-proxy+docs-running-cf+cf-networking-helpers+credhub-cli+windows2016fs+go-uaa+lager+firehose_exporter+os-conf-release+cf_exporter+bosh-azure-storage-cli+cf-uaa-lib+cf-uaac+bosh-davcli+binary-buildpack+gosigar+stratos+buildpacks-github-config+apt-buildpack+notifications+switchblade+go-orchestrator+bosh-alicloud-cpi-release+brokerapi+dockerapplifecycle+buildpackapplifecycle+bosh-virtualbox-cpi-release+hwc-buildpack-release+concourse-infra-for-fiwg,50073,15672,8329,30391,1512,471,24560,Cloud Foundry,cloudfoundry.org
envoyproxy,envoy+gateway+ai-gateway+envoy-website+envoy-filter-example+toolshed+examples+envoy-openssl+nighthawk+go-control-plane+ratelimit+data-plane-api+dynamic-modules-examples+envoy-build-tools+apt+envoy-perf+java-control-plane+archive+envoy-mobile+ci-infra+mobile-website,77400,50710,10993,14492,3648,459,12049,Envoy,www.envoyproxy.io
finos,architecture-as-code+FDC3+common-domain-model+legend-studio+git-proxy+legend-engine+common-cloud-controls+rune-dsl+perspective+calendar+vuu+a11y-theme-builder+rune-common+morphir-scala+legend-engine-ide-lsp+ai-readiness+legend+technical-oversight-committee+waltz+tracdap+rune-testing+traderX+ai-governance-framework+open-source-readiness+fdc3-dotnet+morphir+devops-automation+SymphonyMediaBridge+morphir-elm+community+FDC3-Sail+cdm-object-builder+spring-bot+morphir-jvm+TimeBase-CE+opengris-scaler+DEI-SIG+kdb+zenith+finos-landscape+symphony-bdk-java+htc-grid+regular-table+compliant-financial-infrastructure+FDC3-conformance-framework+jupyterlab_templates+symphony-bdk-python,46382,20327,9461,17947,2908,411,13686,FINOS,finos.org
jenkinsci,bom+pipeline-graph-view-plugin+bitbucket-branch-source-plugin+plugin-modernizer-tool+acceptance-test-harness+opentelemetry-plugin+oic-auth-plugin+docker-agent+jenkins-test-harness+helm-charts+ecu-test-execution-plugin+junit-plugin+datadog-plugin+docker+configuration-as-code-plugin+design-library-plugin+oss-symbols-api-plugin+plugin-pom+google-compute-engine-plugin+lockable-resources-plugin+gitlab-plugin+stapler+docker-ssh-agent+checkmarx-ast-scanner-plugin+azure-vm-agents-plugin+azure-ad-plugin+jira-plugin+jobcacher-plugin+maven-hpi-plugin+badge-plugin+docker-plugin+build-history-manager-plugin+build-monitor-plugin+msbuild-plugin+office-365-connector-plugin+tekton-client-plugin+customizable-header-plugin+locale-plugin+embeddable-build-status-plugin+file-operations-plugin+sysdig-secure-plugin+plugin-compat-tester+custom-folder-icon-plugin+pipeline-npm-plugin+dependency-track-plugin+cucumber-reports-plugin+nested-data-reporting-plugin+bitbucket-push-and-pull-request-plugin+artifactory-artifact-manager-plugin+dark-theme-plugin+byte-buddy-api-plugin+opentelemetry-api-plugin+packaging+generic-webhook-trigger-plugin+junit-attachments-plugin+slack-plugin+scoring-load-balancer-plugin+plugin-installation-manager-tool+idea-stapler-plugin+login-theme-plugin+asm-api-plugin+JenkinsPipelineUnit+build-name-setter-plugin+resources-ai-chatbot-plugin+report-jtreg-plugin+gitlab-branch-source-plugin+next-executions-plugin+parameter-separator-plugin+github-checks-plugin+gitlab-oauth-plugin+gitea-checks-plugin+openstack-cloud-plugin+json-api-plugin+horreum-plugin+archetypes+build-user-vars-plugin+jms-messaging-plugin+aws-credentials-plugin+extension-filter-plugin+nunit-plugin+pipeline-as-yaml-plugin+jelly+checks-api-plugin+jenkins-multijob-plugin+jellydoc-maven-plugin+hashicorp-vault-plugin+azure-credentials-plugin+opentelemetry-agent-metrics-plugin+apache-httpcomponents-client-5-api-plugin+pipeline-cps-http-plugin+ibmi-steps-plugin+additional-identities-plugin+wxwork-notification-plugin+last-changes-plugin+sonar-gerrit-plugin+build-history-metrics-plugin+stapler-maven-plugin+junit-sql-storage-plugin+oidc-provider-plugin+parallel-test-executor-plugin+azure-storage-plugin+build-timeout-plugin+azure-keyvault-plugin+sshd-plugin+github-pr-comment-build-plugin+ansicolor-plugin+pipeline-agent-build-history-plugin+dingtalk-plugin+jfrog-plugin+theme-manager-plugin+avatar-plugin+azure-artifact-manager-plugin+amazon-ecr-plugin+stashnotifier-plugin+jenkins-infra-test-plugin+casdoor-auth-plugin+database-plugin+sidebar-link-plugin+eiffel-broadcaster-plugin+amazon-ecs-plugin+lib-file-leak-detector+.github+ws-ctm-plugin+rest-list-parameter-plugin+git-changelog-plugin+jira-integration-plugin+file-parameters-plugin+cobertura-plugin+simple-theme-plugin+json-editor-parameter-plugin+pipeline-aws-plugin+s3-jobcacher-storage-plugin+multibranch-action-triggers-plugin+hetzner-cloud-plugin+h2-api-plugin+dashboard-view-plugin+proxmox-plugin+custom-markup-formatter-plugin+plasticscm-plugin+onepassword-secrets-plugin+lib-mock-javamail+lib-support-log-formatter+docker-inbound-agents+solarized-theme-plugin+incrementals-tools+extended-timer-trigger-plugin+build-discarder-plugin+date-parameter-plugin+github-release-plugin+atlassian-jira-software-cloud-plugin+google-kubernetes-engine-plugin+code-coverage-api-plugin+flatpickr-api-plugin+localization-zh-cn-plugin+mcp-server-plugin+log-cli-plugin+persistent-parameter-plugin+extended-choice-parameter-plugin+jetbrains-space-plugin+aws-secrets-manager-secret-source-plugin+pipeline-cps-oras-plugin+generic-event-plugin+advanced-installer-msi-builder-plugin+ctrf-json-plugin+google-storage-plugin+fortify-on-demand-uploader-plugin+aws-secrets-manager-credentials-provider-plugin+jenkinsfile-runner+groovy-sandbox+fortify-plugin+yandex-cloud-workers-plugin+better-pipeline-flowgraph-table-plugin+remote-file-plugin+ghprb-plugin+jep+conventional-commits-plugin+pipeline-input-notification-plugin+add-changes-to-build-changelog-plugin+zulip-plugin,41487,16951,8781,17207,2289,402,13466,Jenkins,jenkins.io
grpc+grpc-ecosystem,grpc-go+grpc+grpc-java+grpc-gateway+grpc-swift+psm-interop+proposal+grpc-node+grpc.io+grpc-dotnet+grpc-swift-nio-transport+grpc-swift-protobuf+grpc-dart+grpc-ios+grpc-spring+grpc-swift-extras+grpc-codelabs+grpc-web+go-grpc-middleware+grpc-health-probe+grpc-proto+grpc-kotlin+grpc-httpjson-transcoding+grpcdebug+awesome-grpc+test-infra+proto_processing_lib+codelabs+grpc-community+grpc-swift-2+grpc-php+proto-field-extraction,56244,37967,7160,9103,2318,373,8799,gRPC,grpc.io
keycloak,keycloak+keycloak-benchmark+keycloak-web+keycloak-client+terraform-provider-keycloak+kc-sig-fapi+keycloak.github.io+keycloak-quickstarts+keycloak-js+keycloak-nodejs-connect+keycloak-k8s-resources+keycloak-sre-sig+.github+keycloak-community+keycloak-grafana-dashboard+keycloak-extension-poc+keycloak-github-bot,54197,32121,7745,6159,8722,365,5609,Keycloak,keycloak.org
kubeflow,pipelines+model-registry+trainer+training-operator+website+manifests+spark-operator+katib+notebooks+community+kubeflow+arena+internal-acls+mpi-operator+blog+dashboard+sdk+examples+testing+marketing-materials+fairing+kfp-tekton,44269,36144,2830,3529,1983,328,3312,Kubeflow,kubeflow.org
nats-io,nats-server+nats.net+nats.c+natscli+nats.js+nats.java+nats.go+nats.rs+nats-architecture-and-design+nats.docs+nats.py+jsm.go+k8s+nack+nsc+prometheus-nats-exporter+nats-docker+nats-pure.rb+nats-surveyor+nats-site+jwt.net+nats.net.v2+nats.ex+nats.net.v1+nats.deno+terraform-provider-jetstream+nats.swift+nkeys.js+jwt+nats.ws+nats.node+nats-spark-connector+spring-nats+nkeys+nats-box+nkeys.net+java-nats-examples+nats-java-vertx-client+nats-top+nuid+nats-streaming-server+graft+nuid.js+homebrew-nats-tools+nats-kafka+jwt.java+nats-general+json.java+nats-mq+nkeys.py+netlify-slack+stan.js+nats-operator+advisories+jwt.js+nats-account-server+nkeys.ex+nkeys.java+.github+nats.rb+java-nats-server-runner+integration-tests+nats-choco+cliprompts+nats.client.deps+nats.py2+nats.zig+stan.go+jparse+nats-connector-framework+nkeys.swift+stan.rb+nats.cr+server-config+stan.py+latency-tests+asyncio-nats-examples,25613,12707,5205,9305,1598,289,6103,NATS,nats.io
crossplane+crossplane-contrib,crossplane+provider-upjet-aws+provider-upjet-gcp+provider-upjet-azure+docs+provider-aws+crossplane-runtime+function-go-templating+provider-upjet-azuread+function-sdk-python+provider-kubernetes+provider-sql+function-sdk-go+function-patch-and-transform+upjet+provider-argocd+function-kcl+provider-http+provider-gitlab+function-template-python+function-shell+function-auto-ready+function-environment-configs+provider-upjet-github+upjet-provider-template+function-status-transformer+uptest+provider-template+provider-pagerduty+provider-helm+provider-upjet-alibabacloud+function-template-go+crossplane-tools+function-sequencer+function-extra-resources+provider-palette+function-pkl+function-tag-manager+provider-ansible+crossplane-provider-castai+function-cel-filter+provider-terraform+xp-testing+provider-jet-equinix+release+provider-openstack+function-unit-test+provider-workflows+website+function-runtime-oci+function-cue+provider-confluent+function-dummy+org+provider-nop+provider-tencentcloud+provider-upjet-digitalocean+x-generation+crossplane-provider-newrelic+function-python+function-sdk-java+provider-mongodbatlas+changelogs-sidecar+provider-upjet-mysql+provider-kafka+configuration-quickstart+provider-azure+provider-spotify+provider-alibaba+provider-digitalocean+provider-gcp+setup-crossplane-action+provider-civo+crossplane-diff+provider-okta+xpkg-action+provider-jet-datadog+contribfest+provider-cloudflare+ess-plugin-vault+provider-vultr+provider-bitbucket-server+provider-github+provider-tinkerbell+crossplane-lint+provider-jet-alibaba+provider-jet-linode+custom-composition+crisscross+conformance+provider-upjet-ec+crossplane-cdk8s+provider-secret+provider-jet-ec+provider-styra+provider-yandex-cloud+provider-jet-rancher+provider-influxdb+claim-migrator+provider-planetscale+provider-upjet-kafka+provider-ssh+provider-jet-vault+cross-capi-metal+provider-capi+provider-upjet-edgeadc+provider-cloudinit+provider-kops+provider-in-cluster+provider-ibm-cloud+provider-zpa+provider-newrelic,21887,11320,3736,7685,2185,289,4646,Crossplane,crossplane.io
fluent,fluent-bit+fluent-bit-docs+fluentd+fluent-operator+fluent-package-builder+fluentd-docs-gitbook+fluentd-website+helm-charts+fluentd-kubernetes-daemonset+fluentd-docker-image+cmetrics+fluent-plugin-s3+fluent-plugin-kafka+fluent-plugin-prometheus+fluent-plugin-opensearch+cfl+ctraces+fluent-plugin-windows-eventlog+cprofiles+fluent-bit-go-custom_jaeger_remote+fluent-logger-golang+fluent-bit-test-suite+fluentd-ui+diagtool+fluent-plugin-prometheus_pushgateway+fluent-plugin-parser-winevt_xml+fluent-plugin-sql+fluent-bit-infra+fluent-logger-perl+fluent-plugin-rewrite-tag-filter+fluent-logger-ruby+fluent-bit-go-custom_jeager_remote+fluent-otel-proto+chunkio+fluent-plugin-parser-cri+fluent-bit-chatops-demo+fluent-bit-ci+fluent-plugin-mongo+onigmo+fluent-plugin-webhdfs+fluent-plugin-sd-dns+fluent-bit-town-hall+fluent-bit-perf+fluent-plugin-splunk+fluent-logger-php+fluent-bit-observability-demo+fluent-logger-python+fluent-bit-go+fluent-logger-node+fluent-bit-plugin+fluent-bit-tutorials+fluentd-docs-kubernetes+fluent-logger-java,19970,11294,3872,5901,1432,281,3372,Fluentd,fluentd.org
istio,istio+istio.io+ztunnel+api+proxy+tools+test-infra+community+release-builder+client-go+common-files+bots+enhancements+pkg,40795,27745,3338,5994,2323,265,7389,Istio,istio.io
containerd,containerd+nerdctl+runwasi+nri+stargz-snapshotter+rust-extensions+ttrpc-rust+nydus-snapshotter+overlaybd+containerd.io+project+cgroups+go-cni+fuse-overlayfs-snapshotter+continuity+platforms+accelerated-container-image+imgcrypt+errdefs+ttrpc+otelttrpc+typeurl+ltag+project-checks+release-tool+fifo+console+log+zfs+go-runc+plugin+aufs,33067,23031,5127,6409,1516,257,3393,containerd,containerd.io
openembedded+yoctoproject,meta-openembedded+vscode-bitbake,2547,773,297,8043,82,256,1395,Yocto,yoctoproject.org
containers,podman+buildah+storage+image+common+skopeo+netavark+podman-py+aardvark-dns+conmon,36815,27451,2933,8258,2338,238,4093,Podman Container Tools,podman.io
kyverno,kyverno+chainsaw+policy-reporter+website+policies+kyverno-envoy-plugin+playground+kyverno-json+policy-reporter-ui+reports-server+policy-reporter-plugins+backstage-policy-reporter-plugin+KDP+community+action-install-chainsaw+policy-reporter-docs+load-testing+pkg+policy-reporter-kyverno-plugin+.github+action-install-cli+action-install-kyverno-json,27299,10613,6100,7932,1530,234,9056,Kyverno,kyverno.io
PX4,PX4-Autopilot+PX4-user_guide+PX4-gazebo-models+flight_review+PX4-SITL_gazebo-classic+px4_msgs+PX4-GPSDrivers+PX4-Bootloader+homebrew-px4+pyulog+ulog_cpp+PX4-containers,36115,12741,3314,22251,704,233,19356,PX4 Drone Autopilot,px4.io
