project,url,label,activity,comments,prs,commits,issues,authors,sum_activity,sum_comments,sum_prs,sum_commits,sum_issues,sum_authors
Mozilla,mozilla.org,2016-01,1727,958,197,317,255,71,50480,25089,4361,15638,5392,251
Mozilla,mozilla.org,2016-02,1318,672,115,383,148,81,50480,25089,4361,15638,5392,251
Mozilla,mozilla.org,2016-03,1707,875,128,489,215,89,50480,25089,4361,15638,5392,251
Mozilla,mozilla.org,2016-04,2575,1312,280,602,381,89,50480,25089,4361,15638,5392,251
Mozilla,mozilla.org,2016-05,4372,2435,382,1019,536,167,50480,25089,4361,15638,5392,251
Mozilla,mozilla.org,2016-06,3563,1689,343,1250,281,167,50480,25089,4361,15638,5392,251
Mozilla,mozilla.org,2016-07,2484,1395,190,622,277,167,50480,25089,4361,15638,5392,251
Mozilla,mozilla.org,2016-08,2821,1492,251,785,293,167,50480,25089,4361,15638,5392,251
Mozilla,mozilla.org,2016-09,3594,1793,308,1047,446,167,50480,25089,4361,15638,5392,251
Mozilla,mozilla.org,2016-10,3816,2013,344,1039,420,167,50480,25089,4361,15638,5392,251
Mozilla,mozilla.org,2016-11,3463,1273,248,1664,278,228,50480,25089,4361,15638,5392,251
Mozilla,mozilla.org,2016-12,1248,413,101,622,112,228,50480,25089,4361,15638,5392,251
Mozilla,mozilla.org,2017-01,3360,1408,250,1418,284,228,50480,25089,4361,15638,5392,251
Mozilla,mozilla.org,2017-02,3477,1687,276,1162,352,228,50480,25089,4361,15638,5392,251
Mozilla,mozilla.org,2017-03,4769,2211,379,1760,419,251,50480,25089,4361,15638,5392,251
Mozilla,mozilla.org,2017-04,6186,3463,569,1459,695,251,50480,25089,4361,15638,5392,251
Ansible,ansible.com,2016-01,2960,1976,252,251,481,45,72682,48603,8977,8193,6909,224
Ansible,ansible.com,2016-02,3912,2747,400,257,508,61,72682,48603,8977,8193,6909,224
Ansible,ansible.com,2016-03,4561,3128,481,511,441,161,72682,48603,8977,8193,6909,224
Ansible,ansible.com,2016-04,4258,2938,492,438,390,161,72682,48603,8977,8193,6909,224
Ansible,ansible.com,2016-05,4745,3209,520,619,397,204,72682,48603,8977,8193,6909,224
Ansible,ansible.com,2016-06,4717,3173,514,554,476,204,72682,48603,8977,8193,6909,224
Ansible,ansible.com,2016-07,3583,2479,355,403,346,204,72682,48603,8977,8193,6909,224
Ansible,ansible.com,2016-08,5330,3530,592,757,451,224,72682,48603,8977,8193,6909,224
Ansible,ansible.com,2016-09,5263,3275,780,807,401,224,72682,48603,8977,8193,6909,224
Ansible,ansible.com,2016-10,4355,2850,570,526,409,224,72682,48603,8977,8193,6909,224
Ansible,ansible.com,2016-11,4732,3153,537,588,454,224,72682,48603,8977,8193,6909,224
Ansible,ansible.com,2016-12,5564,3707,807,559,491,224,72682,48603,8977,8193,6909,224
Ansible,ansible.com,2017-01,4419,2932,646,440,401,224,72682,48603,8977,8193,6909,224
Ansible,ansible.com,2017-02,4335,2885,714,400,336,224,72682,48603,8977,8193,6909,224
Ansible,ansible.com,2017-03,5015,3329,659,552,475,224,72682,48603,8977,8193,6909,224
Ansible,ansible.com,2017-04,4933,3292,658,531,452,224,72682,48603,8977,8193,6909,224
Homebrew Cask,caskroom.github.io,2016-01,1677,734,625,234,84,82,30625,8302,12578,8315,1430,209
Homebrew Cask,caskroom.github.io,2016-02,788,297,413,15,63,82,30625,8302,12578,8315,1430,209
Homebrew Cask,caskroom.github.io,2016-03,1092,448,434,128,82,82,30625,8302,12578,8315,1430,209
Homebrew Cask,caskroom.github.io,2016-04,1475,421,622,382,50,130,30625,8302,12578,8315,1430,209
Homebrew Cask,caskroom.github.io,2016-05,1574,455,633,432,54,175,30625,8302,12578,8315,1430,209
Homebrew Cask,caskroom.github.io,2016-06,1688,608,603,369,108,175,30625,8302,12578,8315,1430,209
Homebrew Cask,caskroom.github.io,2016-07,1349,376,556,369,48,175,30625,8302,12578,8315,1430,209
Homebrew Cask,caskroom.github.io,2016-08,2010,540,750,621,99,188,30625,8302,12578,8315,1430,209
Homebrew Cask,caskroom.github.io,2016-09,1883,515,778,515,75,190,30625,8302,12578,8315,1430,209
Homebrew Cask,caskroom.github.io,2016-10,2354,456,926,614,358,209,30625,8302,12578,8315,1430,209
Homebrew Cask,caskroom.github.io,2016-11,1866,441,903,453,69,209,30625,8302,12578,8315,1430,209
Homebrew Cask,caskroom.github.io,2016-12,2878,627,1096,1093,62,209,30625,8302,12578,8315,1430,209
Homebrew Cask,caskroom.github.io,2017-01,1626,317,972,269,68,209,30625,8302,12578,8315,1430,209
Homebrew Cask,caskroom.github.io,2017-02,1753,468,693,538,54,209,30625,8302,12578,8315,1430,209
Homebrew Cask,caskroom.github.io,2017-03,2687,607,1126,871,83,209,30625,8302,12578,8315,1430,209
Homebrew Cask,caskroom.github.io,2017-04,3925,992,1448,1412,73,209,30625,8302,12578,8315,1430,209
Docker,mobyproject.org,2016-01,6896,5545,553,243,555,89,105210,79864,9310,5971,10065,207
Docker,mobyproject.org,2016-02,8511,6714,668,342,787,121,105210,79864,9310,5971,10065,207
Docker,mobyproject.org,2016-03,8330,6343,746,472,769,163,105210,79864,9310,5971,10065,207
Docker,mobyproject.org,2016-04,6665,5248,496,294,627,163,105210,79864,9310,5971,10065,207
Docker,mobyproject.org,2016-05,5723,4604,383,127,609,163,105210,79864,9310,5971,10065,207
Docker,mobyproject.org,2016-06,7915,5952,780,444,739,163,105210,79864,9310,5971,10065,207
Docker,mobyproject.org,2016-07,7233,5718,530,224,761,163,105210,79864,9310,5971,10065,207
Docker,mobyproject.org,2016-08,5174,4034,420,174,546,163,105210,79864,9310,5971,10065,207
Docker,mobyproject.org,2016-09,4912,4070,311,115,416,163,105210,79864,9310,5971,10065,207
Docker,mobyproject.org,2016-10,6423,4784,622,400,617,163,105210,79864,9310,5971,10065,207
Docker,mobyproject.org,2016-11,6552,4953,708,317,574,163,105210,79864,9310,5971,10065,207
Docker,mobyproject.org,2016-12,5076,3684,551,383,458,163,105210,79864,9310,5971,10065,207
Docker,mobyproject.org,2017-01,6250,4433,620,524,673,194,105210,79864,9310,5971,10065,207
Docker,mobyproject.org,2017-02,7701,5441,736,702,822,207,105210,79864,9310,5971,10065,207
Docker,mobyproject.org,2017-03,6865,4808,669,687,701,207,105210,79864,9310,5971,10065,207
Docker,mobyproject.org,2017-04,4984,3533,517,523,411,207,105210,79864,9310,5971,10065,207
Angular,angular.io,2016-01,6640,4607,400,660,973,138,126906,88849,9300,11083,17674,203
Angular,angular.io,2016-02,8822,6025,510,1164,1123,195,126906,88849,9300,11083,17674,203
Angular,angular.io,2016-03,8474,5863,581,1044,986,195,126906,88849,9300,11083,17674,203
Angular,angular.io,2016-04,7519,4809,655,1203,852,195,126906,88849,9300,11083,17674,203
Angular,angular.io,2016-05,7515,5394,490,501,1130,195,126906,88849,9300,11083,17674,203
Angular,angular.io,2016-06,6367,4463,484,468,952,195,126906,88849,9300,11083,17674,203
Angular,angular.io,2016-07,7517,5334,578,465,1140,195,126906,88849,9300,11083,17674,203
Angular,angular.io,2016-08,9949,6895,772,942,1340,195,126906,88849,9300,11083,17674,203
Angular,angular.io,2016-09,10987,7874,736,757,1620,203,126906,88849,9300,11083,17674,203
Angular,angular.io,2016-10,4420,3017,310,444,649,203,126906,88849,9300,11083,17674,203
Angular,angular.io,2016-11,7355,5147,608,539,1061,203,126906,88849,9300,11083,17674,203
Angular,angular.io,2016-12,3952,2776,330,215,631,203,126906,88849,9300,11083,17674,203
Angular,angular.io,2017-01,7929,5760,572,509,1088,203,126906,88849,9300,11083,17674,203
Angular,angular.io,2017-02,9597,6714,769,721,1393,203,126906,88849,9300,11083,17674,203
Angular,angular.io,2017-03,11244,7800,896,945,1603,203,126906,88849,9300,11083,17674,203
Angular,angular.io,2017-04,8619,6371,609,506,1133,203,126906,88849,9300,11083,17674,203
VS Code,code.visualstudio.com,2016-01,7526,5278,381,804,1063,112,155621,104386,9501,17650,24084,198
VS Code,code.visualstudio.com,2016-02,9613,6360,605,1095,1553,133,155621,104386,9501,17650,24084,198
VS Code,code.visualstudio.com,2016-03,5500,3860,477,695,468,133,155621,104386,9501,17650,24084,198
VS Code,code.visualstudio.com,2016-04,9013,6013,529,1048,1423,133,155621,104386,9501,17650,24084,198
VS Code,code.visualstudio.com,2016-05,9311,6278,570,1154,1309,195,155621,104386,9501,17650,24084,198
VS Code,code.visualstudio.com,2016-06,9758,6393,606,1245,1514,195,155621,104386,9501,17650,24084,198
VS Code,code.visualstudio.com,2016-07,9463,6300,511,1039,1613,195,155621,104386,9501,17650,24084,198
VS Code,code.visualstudio.com,2016-08,10098,6803,596,1126,1573,195,155621,104386,9501,17650,24084,198
VS Code,code.visualstudio.com,2016-09,11740,7592,715,1439,1994,195,155621,104386,9501,17650,24084,198
VS Code,code.visualstudio.com,2016-10,6787,4361,673,1157,596,195,155621,104386,9501,17650,24084,198
VS Code,code.visualstudio.com,2016-11,10545,7116,611,1037,1781,195,155621,104386,9501,17650,24084,198
VS Code,code.visualstudio.com,2016-12,11158,7354,587,1203,2014,198,155621,104386,9501,17650,24084,198
VS Code,code.visualstudio.com,2017-01,10877,7536,594,981,1766,198,155621,104386,9501,17650,24084,198
VS Code,code.visualstudio.com,2017-02,11594,7612,632,1227,2123,198,155621,104386,9501,17650,24084,198
VS Code,code.visualstudio.com,2017-03,6558,4134,673,960,791,198,155621,104386,9501,17650,24084,198
VS Code,code.visualstudio.com,2017-04,16080,11396,741,1440,2503,198,155621,104386,9501,17650,24084,198
Homebrew,brew.sh,2016-01,3291,1970,871,186,264,82,43845,26026,10962,4360,2497,194
Homebrew,brew.sh,2016-02,3225,1980,784,277,184,124,43845,26026,10962,4360,2497,194
Homebrew,brew.sh,2016-03,3008,1622,878,331,177,137,43845,26026,10962,4360,2497,194
Homebrew,brew.sh,2016-04,2514,1361,748,288,117,137,43845,26026,10962,4360,2497,194
Homebrew,brew.sh,2016-05,2337,1276,756,176,129,137,43845,26026,10962,4360,2497,194
Homebrew,brew.sh,2016-06,2313,1377,616,198,122,137,43845,26026,10962,4360,2497,194
Homebrew,brew.sh,2016-07,2196,1352,574,143,127,137,43845,26026,10962,4360,2497,194
Homebrew,brew.sh,2016-08,2607,1718,542,164,183,137,43845,26026,10962,4360,2497,194
Homebrew,brew.sh,2016-09,2532,1658,526,125,223,137,43845,26026,10962,4360,2497,194
Homebrew,brew.sh,2016-10,2435,1507,538,269,121,137,43845,26026,10962,4360,2497,194
Homebrew,brew.sh,2016-11,2540,1527,557,346,110,161,43845,26026,10962,4360,2497,194
Homebrew,brew.sh,2016-12,2536,1476,561,366,133,161,43845,26026,10962,4360,2497,194
Homebrew,brew.sh,2017-01,2471,1510,621,176,164,161,43845,26026,10962,4360,2497,194
Homebrew,brew.sh,2017-02,3160,1763,818,398,181,161,43845,26026,10962,4360,2497,194
Homebrew,brew.sh,2017-03,2948,1707,764,375,102,161,43845,26026,10962,4360,2497,194
Homebrew,brew.sh,2017-04,3732,2222,808,542,160,194,43845,26026,10962,4360,2497,194
React,facebook.com,2016-01,6089,4538,558,370,623,107,87851,62308,8266,8544,8733,193
React,facebook.com,2016-02,3225,2056,400,411,358,118,87851,62308,8266,8544,8733,193
React,facebook.com,2016-03,2943,2080,296,319,248,118,87851,62308,8266,8544,8733,193
React,facebook.com,2016-04,2491,1623,263,338,267,118,87851,62308,8266,8544,8733,193
React,facebook.com,2016-05,6727,5097,580,423,627,170,87851,62308,8266,8544,8733,193
React,facebook.com,2016-06,3148,2103,363,450,232,170,87851,62308,8266,8544,8733,193
React,facebook.com,2016-07,8569,6249,755,805,760,170,87851,62308,8266,8544,8733,193
React,facebook.com,2016-08,7233,5278,648,680,627,170,87851,62308,8266,8544,8733,193
React,facebook.com,2016-09,7783,5591,642,834,716,182,87851,62308,8266,8544,8733,193
React,facebook.com,2016-10,4098,2520,493,742,343,182,87851,62308,8266,8544,8733,193
React,facebook.com,2016-11,3894,2652,411,487,344,182,87851,62308,8266,8544,8733,193
React,facebook.com,2016-12,6557,4836,599,405,717,182,87851,62308,8266,8544,8733,193
React,facebook.com,2017-01,3914,2601,451,471,391,182,87851,62308,8266,8544,8733,193
React,facebook.com,2017-02,4891,3280,431,584,596,182,87851,62308,8266,8544,8733,193
React,facebook.com,2017-03,6015,4184,522,532,777,182,87851,62308,8266,8544,8733,193
React,facebook.com,2017-04,10274,7620,854,693,1107,193,87851,62308,8266,8544,8733,193
TensorFlow,tensorflow.org,2016-01,1738,1393,121,51,173,26,55767,43658,3564,2246,6299,177
TensorFlow,tensorflow.org,2016-02,1715,1327,155,18,215,26,55767,43658,3564,2246,6299,177
TensorFlow,tensorflow.org,2016-03,2279,1778,179,78,244,40,55767,43658,3564,2246,6299,177
TensorFlow,tensorflow.org,2016-04,2274,1735,197,89,253,42,55767,43658,3564,2246,6299,177
TensorFlow,tensorflow.org,2016-05,3040,2375,175,114,376,69,55767,43658,3564,2246,6299,177
TensorFlow,tensorflow.org,2016-06,3836,2997,256,178,405,95,55767,43658,3564,2246,6299,177
TensorFlow,tensorflow.org,2016-07,2935,2335,160,121,319,95,55767,43658,3564,2246,6299,177
TensorFlow,tensorflow.org,2016-08,3911,3098,210,164,439,101,55767,43658,3564,2246,6299,177
TensorFlow,tensorflow.org,2016-09,3464,2724,224,162,354,101,55767,43658,3564,2246,6299,177
TensorFlow,tensorflow.org,2016-10,3864,3135,246,126,357,101,55767,43658,3564,2246,6299,177
TensorFlow,tensorflow.org,2016-11,4179,3278,259,192,450,101,55767,43658,3564,2246,6299,177
TensorFlow,tensorflow.org,2016-12,3026,2332,199,117,378,101,55767,43658,3564,2246,6299,177
TensorFlow,tensorflow.org,2017-01,3523,2777,205,105,436,101,55767,43658,3564,2246,6299,177
TensorFlow,tensorflow.org,2017-02,4609,3497,314,219,579,121,55767,43658,3564,2246,6299,177
TensorFlow,tensorflow.org,2017-03,6104,4663,369,298,774,177,55767,43658,3564,2246,6299,177
TensorFlow,tensorflow.org,2017-04,5270,4214,295,214,547,177,55767,43658,3564,2246,6299,177
ManageIQ,manageiq.org,2016-01,2550,1702,425,374,49,58,57909,38699,10090,7816,1304,151
ManageIQ,manageiq.org,2016-02,3075,2001,540,419,115,65,57909,38699,10090,7816,1304,151
ManageIQ,manageiq.org,2016-03,3747,2466,716,467,98,67,57909,38699,10090,7816,1304,151
ManageIQ,manageiq.org,2016-04,4628,3104,714,687,123,91,57909,38699,10090,7816,1304,151
ManageIQ,manageiq.org,2016-05,4304,2662,663,852,127,110,57909,38699,10090,7816,1304,151
ManageIQ,manageiq.org,2016-06,3073,2092,505,408,68,110,57909,38699,10090,7816,1304,151
ManageIQ,manageiq.org,2016-07,3455,2540,556,282,77,110,57909,38699,10090,7816,1304,151
ManageIQ,manageiq.org,2016-08,4132,2825,721,452,134,110,57909,38699,10090,7816,1304,151
ManageIQ,manageiq.org,2016-09,4818,3424,760,516,118,110,57909,38699,10090,7816,1304,151
ManageIQ,manageiq.org,2016-10,3939,2697,657,520,65,110,57909,38699,10090,7816,1304,151
ManageIQ,manageiq.org,2016-11,3456,2230,727,431,68,110,57909,38699,10090,7816,1304,151
ManageIQ,manageiq.org,2016-12,2441,1628,402,375,36,110,57909,38699,10090,7816,1304,151
ManageIQ,manageiq.org,2017-01,3389,2222,689,408,70,113,57909,38699,10090,7816,1304,151
ManageIQ,manageiq.org,2017-02,3299,2202,615,426,56,113,57909,38699,10090,7816,1304,151
ManageIQ,manageiq.org,2017-03,5350,3481,1060,738,71,151,57909,38699,10090,7816,1304,151
ManageIQ,manageiq.org,2017-04,2253,1423,340,461,29,151,57909,38699,10090,7816,1304,151
WP Calypso,developer.wordpress.com/calypso,2016-01,5773,2725,526,2110,412,97,80131,36784,7790,31783,3774,148
WP Calypso,developer.wordpress.com/calypso,2016-02,5757,2670,509,2302,276,97,80131,36784,7790,31783,3774,148
WP Calypso,developer.wordpress.com/calypso,2016-03,5344,2616,483,1965,280,97,80131,36784,7790,31783,3774,148
WP Calypso,developer.wordpress.com/calypso,2016-04,4663,2206,460,1785,212,97,80131,36784,7790,31783,3774,148
WP Calypso,developer.wordpress.com/calypso,2016-05,4575,2264,406,1709,196,148,80131,36784,7790,31783,3774,148
WP Calypso,developer.wordpress.com/calypso,2016-06,5125,2411,477,2032,205,148,80131,36784,7790,31783,3774,148
WP Calypso,developer.wordpress.com/calypso,2016-07,5184,2427,482,2033,242,148,80131,36784,7790,31783,3774,148
WP Calypso,developer.wordpress.com/calypso,2016-08,4916,2242,423,2064,187,148,80131,36784,7790,31783,3774,148
WP Calypso,developer.wordpress.com/calypso,2016-09,3466,1575,386,1286,219,148,80131,36784,7790,31783,3774,148
WP Calypso,developer.wordpress.com/calypso,2016-10,4405,2080,423,1700,202,148,80131,36784,7790,31783,3774,148
WP Calypso,developer.wordpress.com/calypso,2016-11,4641,2092,460,1840,249,148,80131,36784,7790,31783,3774,148
WP Calypso,developer.wordpress.com/calypso,2016-12,3844,1590,447,1645,162,148,80131,36784,7790,31783,3774,148
WP Calypso,developer.wordpress.com/calypso,2017-01,5063,2394,534,1927,208,148,80131,36784,7790,31783,3774,148
WP Calypso,developer.wordpress.com/calypso,2017-02,4523,2047,412,1902,162,148,80131,36784,7790,31783,3774,148
WP Calypso,developer.wordpress.com/calypso,2017-03,7228,3103,812,3013,300,148,80131,36784,7790,31783,3774,148
WP Calypso,developer.wordpress.com/calypso,2017-04,5624,2342,550,2470,262,148,80131,36784,7790,31783,3774,148
ASP.net,asp.net,2016-01,3075,1923,181,625,346,74,56049,33742,4308,11901,6098,146
ASP.net,asp.net,2016-02,3417,2040,252,746,379,126,56049,33742,4308,11901,6098,146
ASP.net,asp.net,2016-03,3693,2155,252,849,437,126,56049,33742,4308,11901,6098,146
ASP.net,asp.net,2016-04,3653,2312,223,742,376,126,56049,33742,4308,11901,6098,146
ASP.net,asp.net,2016-05,3905,2407,262,796,440,126,56049,33742,4308,11901,6098,146
